TIMESTAMP,RECORD,AirTC_Avg,RH,T107_C,T107_C_2,WP_kPa,WP_kPa_2,VW_Avg,WS_ms_S_WVT,WindDir_D1_WVT,WindDir_SD1_WVT,SlrkW_Avg,SlrMJ_Tot,NR_Wm2_Avg,CNR_Wm2_Avg,Rain_mm_Tot,BP_mbar_Avg
2017-02-07,29375.5,5.869,90.306,-105.675,-109.198,-3.6919999999999997,-3.6919999999999997,,1.045,193.56099999999998,32.816,0.052000000000000005,0.466,12.345,12.345,0.012,1006.385
2017-02-08,29471.5,3.9419999999999997,88.956,-103.544,-104.861,,-3.7060000000000004,,1.376,128.809,22.815,0.015,0.139,-2.387,-2.387,0.0,1019.5830000000001
2017-02-09,29567.5,1.6130000000000002,85.646,-104.755,-107.96799999999999,,,,1.399,84.787,20.543000000000003,0.013000000000000001,0.12,-5.52,-5.52,0.0,1021.927
2017-02-10,29663.5,1.4180000000000001,88.62899999999999,-108.042,-106.25200000000001,,,,1.649,100.75299999999999,29.613000000000003,0.036000000000000004,0.321,2.886,2.886,0.002,1018.7189999999999
2017-02-11,29759.5,1.662,92.766,-104.677,-103.46700000000001,,,,1.682,177.011,32.648,0.006999999999999999,0.068,-9.445,-9.447000000000001,0.028999999999999998,1017.74
2017-02-12,29855.5,2.661,93.39399999999999,-103.49,-103.432,,,,3.096,68.578,19.56,0.008,0.073,-12.725,-12.755,0.035,1017.948
2017-02-13,29951.5,4.72,88.84200000000001,-107.764,-118.944,,-3.699,,2.668,78.668,19.607,0.067,0.603,18.028,18.047,0.0,1017.7080000000001
2017-02-14,30047.5,4.902,88.07700000000001,-104.90799999999999,-111.679,,-3.698,,1.329,102.212,20.101,0.052000000000000005,0.465,1.22,1.22,0.002,1016.5939999999999
2017-02-15,30143.5,8.861,92.744,-101.459,-107.671,-3.697,-3.697,,1.107,177.00599999999997,29.246,0.031,0.276,5.6370000000000005,5.6370000000000005,0.1,1018.8439999999999
2017-02-16,30239.5,8.435,84.62700000000001,-104.19200000000001,-107.225,-3.698,-3.696,,1.579,247.59900000000002,30.031,0.047,0.42100000000000004,-9.363999999999999,-9.363,0.002,1019.9689999999999
2017-02-17,30335.5,9.312000000000001,81.88600000000001,-103.279,-120.338,-3.696,-3.698,,1.043,227.34400000000002,29.444000000000003,0.054000000000000006,0.483,17.622,17.622,0.0,1019.51
2017-02-18,30431.5,7.393,90.184,-103.633,-110.014,-3.693,-3.699,,1.014,195.96400000000003,46.528,0.048,0.433,13.16,13.161,0.0,1016.2810000000001
2017-02-19,30527.5,9.927999999999999,86.19,-101.84899999999999,-107.585,-3.697,-3.697,,1.5130000000000001,252.926,29.732,0.040999999999999995,0.373,9.862,9.86,0.0,1013.24
2017-02-20,30623.5,12.431,88.052,-100.458,-113.85799999999999,-3.697,-3.698,,2.369,266.63599999999997,24.835,0.04,0.36,3.707,3.7439999999999998,0.008,1009.625
2017-02-21,30719.5,11.238,85.666,-101.102,-108.501,-3.696,-3.695,,1.765,261.528,27.629,0.042,0.376,7.914,7.912000000000001,0.006,1006.302
2017-02-22,30815.5,10.975999999999999,82.86399999999999,-101.226,-114.035,-3.695,-3.696,,2.9989999999999997,257.573,26.75,0.055999999999999994,0.502,13.353,13.389000000000001,0.044000000000000004,997.7810000000001
2017-02-23,30911.5,7.791,83.632,-101.935,-107.428,-3.694,-3.697,,4.0169999999999995,251.295,26.377,0.05,0.447,-12.870999999999999,-12.571,0.08800000000000001,986.6460000000001
2017-02-24,31007.5,5.51,77.685,-104.59100000000001,-108.38600000000001,-3.696,-3.699,,2.08,260.253,26.964000000000002,0.078,0.7070000000000001,12.374,12.398,0.0,1007.073
2017-02-25,31103.5,8.315,86.609,-101.88799999999999,-112.446,-3.697,-3.696,,1.9380000000000002,218.217,41.25,0.028999999999999998,0.262,-4.667,-4.667,0.05,1002.0830000000001
2017-02-26,31199.5,10.021,82.63,-101.24600000000001,-109.307,-3.696,-3.697,,2.0669999999999997,230.03099999999998,33.793,0.05,0.44799999999999995,9.017999999999999,9.026,0.0,994.7080000000001
2017-02-27,31295.5,6.028,87.851,-102.36399999999999,-108.234,-3.693,-3.693,,1.551,218.606,28.541,0.042,0.38299999999999995,-15.311,-15.318,0.054000000000000006,980.365
2017-02-28,31391.5,3.998,88.24600000000001,-103.055,-110.14299999999999,-3.69,-3.697,,1.8880000000000001,250.72799999999998,27.73,0.067,0.6,0.04,0.054000000000000006,0.031,978.573
2017-03-01,31487.5,6.126,81.38,-102.81700000000001,-108.45100000000001,-3.694,-3.696,,1.5959999999999999,251.99200000000002,28.174,0.076,0.688,10.163,10.166,0.042,989.1460000000001
2017-03-02,31583.5,6.388999999999999,74.626,-102.493,-108.601,-3.6919999999999997,-3.696,,2.989,254.627,24.791999999999998,0.077,0.696,8.386000000000001,8.401,0.05,997.323
2017-03-03,31679.5,6.416,92.82600000000001,-101.899,-107.41799999999999,-3.7,-3.698,,1.406,140.99200000000002,21.584,0.017,0.153,-13.524000000000001,-13.524000000000001,0.1,990.99
2017-03-04,31775.5,8.475,82.59899999999999,-102.43299999999999,-105.977,-3.693,-3.696,,1.181,183.831,33.339,0.1,0.902,30.484,30.484,0.008,980.2710000000001
2017-03-05,31871.5,5.6339999999999995,88.47200000000001,-103.566,-108.584,-3.694,-3.698,,1.989,225.385,27.323,0.038,0.34600000000000003,-15.964,-15.962,0.08800000000000001,981.5
2017-03-06,31967.5,6.829,77.702,-102.64,-120.896,-3.693,-3.697,,2.175,287.074,20.41,0.11,0.9570000000000001,26.445,26.499000000000002,0.0,996.198
2017-03-07,32063.5,6.99,75.936,-103.272,-113.616,-3.6919999999999997,-3.695,,1.774,253.799,27.445,0.106,0.956,33.867,33.867,0.002,1007.8539999999999
2017-03-08,32159.5,10.222999999999999,81.1,-100.74700000000001,-107.38600000000001,-3.693,-3.695,,2.0069999999999997,250.065,26.371,0.07400000000000001,0.6629999999999999,20.238,20.254,0.052000000000000005,1003.26
2017-03-09,32255.5,9.977,76.87899999999999,-102.681,-114.618,-3.693,-3.695,,2.279,253.872,31.279,0.121,1.09,35.648,36.049,0.0,1012.073
2017-03-10,32351.5,9.421,83.589,-101.339,-127.40299999999999,-3.696,-3.696,,1.1640000000000001,153.946,26.285,0.059000000000000004,0.532,24.045,24.045,0.0,1016.7710000000001
2017-03-11,32447.5,11.648,88.51700000000001,-100.431,-117.71700000000001,-3.696,-3.695,,0.8909999999999999,157.034,29.570999999999998,0.04,0.359,16.194000000000003,16.194000000000003,0.0,1010.26
2017-03-12,32543.5,11.344000000000001,83.84100000000001,-100.81299999999999,-117.10799999999999,-3.696,-3.695,,1.518,245.783,29.121,0.071,0.638,22.794,22.794,0.017,1007.7289999999999
2017-03-13,32639.5,9.435,80.615,-102.03,-112.084,-3.695,-3.6919999999999997,,1.739,274.4,20.897,0.10800000000000001,0.977,26.070999999999998,26.095,0.0,1020.427
2017-03-14,32735.5,11.613,81.458,-100.656,-112.193,-3.69,-3.693,,1.814,259.422,26.252,0.08800000000000001,0.79,23.291999999999998,23.33,0.0,1023.2289999999999
2017-03-15,32831.5,11.652000000000001,73.506,-101.49600000000001,-106.85600000000001,-3.695,-3.694,,1.084,235.343,30.789,0.135,1.218,44.478,44.478,0.0,1024.594
2017-03-16,32927.5,9.18,83.88799999999999,-101.675,-116.83,-3.697,-3.696,,1.597,238.72099999999998,29.291999999999998,0.044000000000000004,0.401,2.88,2.8789999999999996,0.0,1014.51
2017-03-17,33023.5,7.593,79.447,-102.689,-122.195,-3.696,-3.696,,2.289,254.725,24.934,0.053,0.474,-4.459,-4.456,0.006,1007.312
2017-03-18,33119.5,12.46,86.815,-101.257,-130.109,-3.696,-3.697,,2.457,265.311,21.346999999999998,0.061,0.55,14.109000000000002,14.109000000000002,0.021,1000.427
2017-03-19,33215.5,12.863,82.435,-101.209,-124.65299999999999,-3.695,-3.694,,2.545,248.89,26.63,0.064,0.58,26.705,26.809,0.006,998.2080000000001
2017-03-20,33311.5,9.974,85.116,-101.51899999999999,-107.535,-3.693,-3.695,,2.0269999999999997,246.65099999999998,29.406,0.057,0.512,-12.708,-12.715,0.10800000000000001,994.25
2017-03-21,33407.5,6.024,72.967,-101.39399999999999,-110.228,-3.68,-3.693,,2.2680000000000002,241.94299999999998,27.704,0.129,1.159,29.151,29.419,0.017,999.0
2017-03-22,33503.5,5.7139999999999995,87.075,-102.301,-114.44,,-3.6919999999999997,,1.621,140.778,26.003,0.046,0.41100000000000003,-12.969000000000001,-12.963,0.031,998.1669999999999
2017-03-23,33599.5,6.602,84.001,-102.181,-118.98100000000001,-3.694,-3.696,,2.563,117.53,27.131999999999998,0.114,1.026,41.358999999999995,41.778,0.025,1011.2710000000001
2017-03-24,33695.5,7.176,82.18299999999999,-102.844,-125.43700000000001,-3.697,-3.696,,2.739,67.98100000000001,21.002,0.142,1.281,46.803999999999995,46.998999999999995,0.0,1023.9169999999999
2017-03-25,33791.5,6.65,72.08800000000001,-102.03,-112.353,-3.693,-3.6919999999999997,,1.325,134.553,31.447,0.162,1.462,61.04600000000001,61.055,0.0,1025.198
2017-03-26,33887.5,7.386,74.798,-101.681,-115.564,-3.696,-3.695,,1.6840000000000002,108.464,30.919,0.149,1.34,50.937,51.034,0.0,1019.5
2017-03-27,33983.5,6.597,87.538,-105.70100000000001,-146.416,-3.695,-3.698,,1.589,85.945,21.895,0.07200000000000001,0.6459999999999999,28.596,28.596,0.0,1016.6669999999999
2017-03-28,34079.5,9.072000000000001,88.053,-102.539,-135.55700000000002,-3.7,-3.697,,1.074,160.593,33.314,0.113,1.02,53.041000000000004,53.041000000000004,0.042,1011.885
2017-03-29,34175.5,12.939,87.645,-103.244,-160.717,-3.697,-3.697,,1.2009999999999998,200.232,41.632,0.078,0.701,31.89,31.891,0.01,1011.3439999999999
2017-03-30,34271.5,15.8,74.608,-100.14299999999999,-130.395,-3.693,-3.696,,1.4240000000000002,189.68200000000002,37.177,0.13699999999999998,1.237,63.056000000000004,63.063,0.006,1008.948
2017-03-31,34367.5,14.192,70.497,-100.63600000000001,-115.41,-3.696,-3.695,,1.341,195.074,35.991,0.134,1.206,55.022,55.025,0.0,1000.615
2017-04-01,34463.5,10.369000000000002,82.132,-103.572,-121.411,-3.695,-3.694,,1.6269999999999998,218.93,23.061,0.106,0.9520000000000001,29.12,29.134,0.004,1001.24
2017-04-02,34559.5,10.253,73.596,-100.155,-106.477,-3.6919999999999997,-3.695,,1.402,264.36,27.291999999999998,0.146,1.319,45.167,45.166000000000004,0.0,1014.2289999999999
2017-04-03,34655.5,11.225999999999999,70.597,-99.244,-104.941,-3.694,-3.696,,1.011,177.99099999999999,40.588,0.182,1.64,71.518,71.51899999999999,0.0,1016.5939999999999
2017-04-04,34751.5,10.732999999999999,80.88,-105.27799999999999,-161.54,-3.697,-3.698,,1.632,264.012,30.98,0.055999999999999994,0.506,8.524,8.529,0.0,1018.865
2017-04-05,34847.5,8.907,75.411,-99.98299999999999,-121.57600000000001,-3.694,-3.698,,2.198,291.475,20.763,0.158,1.4240000000000002,54.891000000000005,55.073,0.002,1024.146
2017-04-06,34943.5,8.556000000000001,80.157,-100.57,-107.215,-3.695,-3.699,,1.61,280.96,23.46,0.17,1.528,63.803999999999995,63.815,0.0,1023.802
2017-04-07,35039.5,9.088,74.75,-99.454,-112.345,-3.687,-3.69,,1.288,274.661,27.444000000000003,0.14800000000000002,1.3330000000000002,50.093,50.093,0.0,1020.115
2017-04-08,35135.5,12.159,68.947,-97.624,-104.569,-3.687,-3.693,,0.6459999999999999,151.52700000000002,38.899,0.204,1.8330000000000002,82.676,82.676,0.0,1015.875
2017-04-09,35231.5,15.152999999999999,66.789,-98.414,-100.845,-3.695,-3.694,,1.561,186.544,36.541,0.198,1.786,82.399,82.398,0.0,1012.0210000000001
2017-04-10,35327.5,9.533999999999999,70.781,-100.801,-110.77,-3.685,-3.6910000000000003,,2.498,291.934,24.820999999999998,0.13,1.175,40.849000000000004,40.961000000000006,0.0,1018.0939999999999
2017-04-11,35423.5,9.67,72.173,-102.26299999999999,-112.662,-3.698,-3.699,,2.0909999999999997,273.17400000000004,24.896,0.154,1.382,50.077,50.114,0.0,1019.26
2017-04-12,35519.5,9.985,78.531,-103.693,-140.711,-3.694,-3.695,,2.376,273.903,24.069000000000003,0.084,0.754,19.928,19.958,0.002,1010.927
2017-04-13,35615.5,8.779,75.325,-102.068,-120.57,-3.695,-3.688,,1.821,279.93,26.179000000000002,0.10400000000000001,0.9390000000000001,31.473000000000003,31.482,0.0,1010.625
2017-04-14,35711.5,10.527000000000001,80.85600000000001,-104.245,-108.053,-3.693,-3.697,,1.507,256.012,30.831,0.084,0.76,26.933000000000003,26.935,0.057999999999999996,1007.9060000000001
2017-04-15,35807.5,9.172,72.92399999999999,-100.458,-111.24700000000001,-3.7,-3.698,,2.425,283.189,25.081999999999997,0.153,1.3769999999999998,51.563,51.805,0.0,1010.3539999999999
2017-04-16,35903.5,9.465,78.793,-98.495,-100.54,-3.699,-3.6919999999999997,,1.922,275.754,25.613000000000003,0.121,1.089,43.318999999999996,43.333,0.028999999999999998,1013.74
2017-04-17,35999.5,7.831,78.217,-100.102,-102.56299999999999,,,,1.2,133.319,37.579,0.08800000000000001,0.79,34.321,34.321,0.0,1016.573
2017-04-18,36095.5,7.314,67.165,-100.25,-112.969,,,,1.608,131.329,30.983,0.187,1.6869999999999998,75.433,75.45100000000001,0.0,1025.083
2017-04-19,36191.5,8.855,65.23899999999999,-98.90899999999999,-101.829,-3.675,-3.693,,0.631,178.795,48.619,0.168,1.514,74.763,74.763,0.0,1029.271
2017-04-20,36287.5,11.707,74.264,-98.889,-101.28299999999999,-3.694,-3.695,,1.49,277.555,33.534,0.091,0.8170000000000001,38.754,38.756,0.012,1027.562
2017-04-21,36383.5,11.787,75.778,-98.54799999999999,-101.42299999999999,,,,1.9280000000000002,281.17900000000003,25.776,0.071,0.643,27.855999999999998,27.873,0.0,1024.115
2017-04-22,36479.5,10.525,70.899,-99.06,-108.37200000000001,-3.699,-3.698,,1.5730000000000002,223.773,31.967,0.192,1.729,89.226,89.226,0.0,1021.802
2017-04-23,36575.5,9.954,66.179,-98.0,-110.435,,,,1.2570000000000001,252.0,34.751999999999995,0.212,1.911,93.583,93.59,0.0,1018.5939999999999
2017-04-24,36671.5,9.315,69.593,-99.135,-113.962,,,,2.6289999999999996,282.405,26.351,0.122,1.102,38.516,38.623000000000005,0.0,1008.4169999999999
2017-04-25,36767.5,4.287,75.706,-99.647,-111.544,,,,1.955,282.078,28.701999999999998,0.172,1.547,50.163999999999994,50.232,0.027000000000000003,1007.2080000000001
2017-04-26,36863.5,5.699,73.834,-98.83,-115.84100000000001,,,,1.7180000000000002,227.10299999999998,33.861,0.126,1.139,45.69,45.699,0.0,1011.8960000000001
2017-04-27,36959.5,6.835,80.681,-99.14299999999999,-112.56200000000001,,,,1.734,272.54,26.213,0.111,0.9990000000000001,24.851,24.879,0.008,1011.177
2017-04-28,37055.5,9.5,76.756,-98.34,-104.051,,,,0.831,265.617,41.423,0.13699999999999998,1.236,67.883,67.883,0.017,1009.6460000000001
2017-04-29,37151.5,10.45,70.494,-97.708,-105.63600000000001,,,,0.746,177.65200000000002,41.063,0.129,1.166,56.773,56.773,0.0,1006.75
2017-04-30,37247.5,12.759,62.49100000000001,-98.24600000000001,-107.50200000000001,,,,1.6969999999999998,116.126,20.660999999999998,0.185,1.669,82.97399999999999,82.991,0.0,996.312
2017-05-01,37343.5,11.469000000000001,79.116,-99.311,-106.23700000000001,,,,1.386,99.40700000000001,27.061,0.136,1.22,55.648,55.661,0.055999999999999994,998.573
2017-05-02,37439.5,9.937999999999999,83.46600000000001,-99.131,-105.898,,,,1.3019999999999998,107.45299999999999,42.611999999999995,0.147,1.324,63.31100000000001,63.317,0.0,1013.7189999999999
2017-05-03,37535.5,9.35,80.115,-99.706,-105.874,,,,2.1919999999999997,69.46300000000001,35.229,0.113,1.014,43.275,43.375,0.004,1018.1039999999999
2017-05-04,37631.5,10.769,73.02199999999999,-100.53399999999999,-112.73100000000001,,,,2.892,57.513000000000005,28.963,0.249,2.245,131.891,132.716,0.0,1018.188
2017-05-05,37727.5,10.575,70.671,-99.61,-106.43299999999999,,,,2.785,66.786,25.587,0.259,2.331,119.212,119.794,0.0,1016.5210000000001
2017-05-06,37823.5,9.272,87.501,-99.375,-109.757,,,,2.13,64.553,24.406,0.036000000000000004,0.326,5.935,5.935,0.006,1009.0419999999999
2017-05-07,37919.5,10.681,76.97800000000001,-99.85700000000001,-122.876,,,,1.505,196.317,43.583999999999996,0.20600000000000002,1.85,104.98100000000001,104.98700000000001,0.0,1014.8330000000001
2017-05-08,38015.5,9.113,69.65100000000001,-99.429,-106.476,,,,1.9269999999999998,90.295,43.21,0.111,1.003,54.732,54.748999999999995,0.0,1021.062
2017-05-09,38111.5,8.318,70.355,-99.465,-110.87100000000001,,,,1.104,88.25299999999999,45.412,0.132,1.189,58.11,58.11,0.0,1016.615
2017-05-10,38207.5,10.937000000000001,67.193,-98.057,-110.88799999999999,,,,0.595,119.68799999999999,50.778,0.281,2.533,129.553,129.553,0.0,1001.625
2017-05-11,38303.5,12.630999999999998,69.122,-98.22200000000001,-116.68799999999999,,,,1.281,97.57,23.223000000000003,0.215,1.9380000000000002,100.073,100.07600000000001,0.0,990.938
2017-05-12,38399.5,12.165999999999999,89.632,-98.81700000000001,-114.42,,,,0.9279999999999999,106.84100000000001,37.929,0.095,0.856,30.680999999999997,30.680999999999997,0.048,989.562
2017-05-13,38495.5,13.707,74.082,-98.319,-113.219,,,,0.8859999999999999,180.808,54.74100000000001,0.14300000000000002,1.287,56.205,56.205,0.019,998.312
2017-05-14,38591.5,14.879000000000001,66.477,-98.038,-108.632,,,,1.084,221.52,44.537,0.251,2.259,121.679,121.68299999999999,0.002,1009.1460000000001
2017-05-15,38687.5,14.161,84.78299999999999,-98.98700000000001,-115.29799999999999,,,,0.978,151.995,54.643,0.09699999999999999,0.877,20.018,20.019000000000002,0.028999999999999998,1013.9789999999999
2017-05-16,38783.5,16.96,87.455,-98.375,-102.78,,,,0.9279999999999999,177.18599999999998,68.391,0.111,0.995,31.718000000000004,31.719,0.023,1013.552
2017-05-17,38879.5,12.987,94.353,-99.152,-100.59,,,,0.919,237.456,44.865,0.04,0.363,3.074,3.074,0.094,1009.688
2017-05-18,38975.5,12.517999999999999,80.14699999999999,-99.686,-102.834,-3.681,-3.698,,0.7120000000000001,229.582,44.95399999999999,0.22399999999999998,2.019,106.946,106.946,0.019,1005.2810000000001
2017-05-19,39071.5,10.988,90.39299999999999,-100.87100000000001,-99.88,,,,0.98,237.09799999999998,34.966,0.10300000000000001,0.9279999999999999,30.468000000000004,30.468000000000004,0.121,1004.4689999999999
2017-05-20,39167.5,11.493,84.348,-101.352,-112.068,,-3.7,,0.715,197.859,53.13,0.18,1.619,63.783,63.782,0.015,1008.635
2017-05-21,39263.5,13.989,74.468,-100.353,-117.456,-3.693,-3.7,,0.659,169.533,62.681999999999995,0.231,2.083,105.98299999999999,105.98299999999999,0.006,1015.1039999999999
2017-05-22,39359.5,17.702,66.76899999999999,-100.969,-112.814,-3.694,-3.696,,0.938,158.457,33.907,0.239,2.1519999999999997,114.387,114.387,0.01,1008.927
2017-05-23,39455.5,16.962,72.539,-99.954,-114.671,-3.6889999999999996,-3.6889999999999996,,1.275,271.004,32.895,0.19899999999999998,1.791,92.887,92.88799999999999,0.0,1012.99
2017-05-24,39551.5,19.026,73.22,-100.26799999999999,-117.23,-3.695,-3.696,,1.256,274.488,31.914,0.285,2.563,150.899,150.9,0.006,1018.2810000000001
2017-05-25,39647.5,21.413,70.703,-98.883,-100.785,-3.688,-3.6860000000000004,,0.59,146.42600000000002,45.032,0.26899999999999996,2.419,140.007,140.007,0.002,1016.7710000000001
2017-05-26,39743.5,20.765,65.061,-99.505,-107.334,-3.6919999999999997,-3.69,,0.948,117.40299999999999,23.697,0.303,2.727,153.939,153.939,0.0,1011.6669999999999
2017-05-27,39839.5,18.215999999999998,78.594,-100.04,-106.279,-3.6910000000000003,-3.6889999999999996,,0.951,160.06799999999998,43.266000000000005,0.18100000000000002,1.632,88.008,88.009,0.0,1005.25
2017-05-28,39935.5,17.646,75.488,-101.00299999999999,-107.726,-3.693,-3.694,,1.286,235.28099999999998,40.739000000000004,0.218,1.965,114.54,114.54,0.0,1010.3330000000001
2017-05-29,40031.5,15.057,93.61399999999999,-101.17299999999999,-104.99,,,,1.21,77.837,26.514,0.033,0.3,-3.812,-3.812,0.0,1006.323
2017-05-30,40127.5,16.972,80.709,-100.538,-107.97200000000001,-3.697,-3.694,,1.237,261.219,35.65,0.18,1.618,95.863,95.866,0.0,1006.948
2017-05-31,40223.5,17.533,69.691,-99.774,-105.98700000000001,-3.6910000000000003,-3.688,,0.639,218.327,56.51,0.212,1.911,118.665,118.665,0.002,1014.8330000000001
2017-06-01,40319.5,19.836,70.262,-98.62200000000001,-103.417,-3.6919999999999997,-3.6919999999999997,,0.5770000000000001,184.095,59.731,0.275,2.476,149.14,149.14,0.006,1012.75
2017-06-02,40415.5,17.798,80.271,-99.68299999999999,-111.774,-3.695,-3.6910000000000003,,0.7170000000000001,241.338,55.522,0.141,1.266,54.537,54.537,0.006,1008.7810000000001
2017-06-03,40511.5,15.787,74.09899999999999,-100.65799999999999,-103.709,-3.701,-3.699,,1.4909999999999999,279.41200000000003,30.725,0.259,2.327,134.49200000000002,134.497,0.0,1006.9169999999999
2017-06-04,40607.5,13.83,76.883,-100.84700000000001,-105.325,,,,0.9279999999999999,234.873,51.246,0.188,1.693,58.216,58.218999999999994,0.01,1007.4169999999999
2017-06-05,40703.5,12.945,86.47200000000001,-102.353,-115.97,-3.705,-3.695,,1.063,151.579,56.446000000000005,0.121,1.094,26.44,26.441999999999997,0.0,997.312
2017-06-06,40799.5,12.229000000000001,87.01100000000001,-102.206,-108.94,,-3.7,,2.8,240.197,28.526999999999997,0.121,1.091,31.162,31.522,0.0,985.177
2017-06-07,40895.5,14.450999999999999,67.46300000000001,-100.956,-109.04700000000001,-3.695,-3.695,,2.645,254.15099999999998,36.513000000000005,0.26899999999999996,2.42,144.025,144.501,0.012,1000.7080000000001
2017-06-08,40991.5,15.504000000000001,87.79700000000001,-102.021,-106.29799999999999,-3.6919999999999997,-3.6919999999999997,,0.877,169.93,74.774,0.154,1.3869999999999998,58.53,58.53,0.002,999.6669999999999
2017-06-09,41087.5,16.123,76.153,-101.243,-108.448,-3.693,-3.697,,0.965,233.562,56.128,0.237,2.133,120.895,120.899,0.004,1002.073
2017-06-10,41183.5,17.430999999999997,80.37,-100.87899999999999,-116.338,-3.6889999999999996,-3.693,,0.8170000000000001,160.952,69.202,0.16899999999999998,1.521,98.012,98.016,0.0,1006.698
2017-06-11,41279.5,17.31,72.115,-101.068,-111.12,-3.698,-3.694,,1.25,233.48,60.11,0.243,2.186,124.27799999999999,124.29,0.002,1004.688
2017-06-12,41375.5,15.289000000000001,73.24600000000001,-101.60600000000001,-113.771,-3.693,-3.694,,1.6980000000000002,264.175,34.97,0.14,1.261,67.82300000000001,67.84100000000001,0.002,1008.24
2017-06-13,41471.5,16.325,78.437,-101.072,-112.75200000000001,-3.69,-3.6919999999999997,,0.86,254.679,41.486000000000004,0.14300000000000002,1.287,66.798,66.798,0.0,1012.2919999999999
2017-06-14,41567.5,20.329,68.632,-98.756,-104.289,-3.6919999999999997,-3.694,,0.591,129.618,47.088,0.276,2.48,150.151,150.151,0.0,1009.7810000000001
2017-06-15,41663.5,18.215999999999998,65.809,-99.738,-108.43299999999999,-3.693,-3.694,,1.54,239.389,40.304,0.23399999999999999,2.108,115.639,115.74,0.0,1006.3960000000001
2017-06-16,41759.5,17.791,71.035,-97.816,-123.012,-3.696,-3.696,,1.75,278.546,29.566,0.22,1.9809999999999999,112.89299999999999,112.90700000000001,0.0,1015.6039999999999
2017-06-17,41855.5,23.139,65.719,-96.098,-113.85799999999999,-3.69,-3.6910000000000003,,1.2790000000000001,278.911,31.811999999999998,0.299,2.693,165.90200000000002,165.90200000000002,0.0,1018.927
2017-06-18,41951.5,24.410999999999998,58.721000000000004,-95.851,-103.256,-3.695,-3.694,,0.647,243.68599999999998,47.18,0.298,2.679,167.472,167.472,0.0,1016.625
2017-06-19,42047.5,24.854,66.229,-96.191,-105.60700000000001,-3.693,-3.694,,0.519,225.021,54.236999999999995,0.235,2.112,126.124,126.124,0.0,1012.6669999999999
2017-06-20,42143.5,19.177,84.689,-99.956,-116.865,,,,1.506,100.96799999999999,37.043,0.10099999999999999,0.9129999999999999,54.713,54.713,0.0,1012.5210000000001
2017-06-21,42239.5,21.775,77.082,-97.82700000000001,-116.26700000000001,-3.69,-3.688,,0.841,104.302,34.549,0.22699999999999998,2.044,123.33200000000001,123.33200000000001,0.0,1008.302
2017-06-22,42335.5,19.534000000000002,79.57,-98.85600000000001,-116.57799999999999,,,,1.587,273.902,38.772,0.139,1.254,65.068,65.104,0.0,1003.9060000000001
2017-06-23,42431.5,16.858,78.801,-99.50399999999999,-119.522,,,,1.2329999999999999,252.653,43.727,0.10300000000000001,0.932,42.077,42.07899999999999,0.002,1006.7289999999999
2017-06-24,42527.5,18.393,76.009,-98.641,-116.14399999999999,,,,1.544,266.717,37.755,0.174,1.5619999999999998,85.331,85.348,0.0,1004.9169999999999
2017-06-25,42623.5,16.302,75.941,-99.124,-109.209,,,,1.716,277.502,31.502,0.19699999999999998,1.7730000000000001,101.39299999999999,101.399,0.006,1004.2710000000001
2017-06-26,42719.5,16.169,62.924,-99.24700000000001,-120.88,,,,1.074,228.56099999999998,36.498000000000005,0.215,1.935,113.031,113.031,0.0,1007.448
2017-06-27,42815.5,15.069,80.664,-100.598,-121.678,,,,1.119,104.61200000000001,22.851,0.075,0.679,28.878,28.878,0.004,1001.2289999999999
2017-06-28,42911.5,12.716,92.964,-100.02,-106.47399999999999,,,,1.621,151.025,39.071,0.049,0.43799999999999994,3.8339999999999996,3.8339999999999996,0.212,992.7289999999999
2017-06-29,43007.5,12.304,94.37100000000001,-100.691,-110.473,,,,1.5519999999999998,276.138,26.678,0.051,0.462,7.893,7.893,0.055999999999999994,988.438
2017-06-30,43103.5,15.649000000000001,87.713,-102.015,-111.654,,,,1.181,292.03700000000003,33.797,0.12,1.078,65.075,65.075,0.019,997.6039999999999
2017-07-01,43199.5,16.762999999999998,76.817,-102.083,-111.689,-3.698,-3.7060000000000004,,1.6440000000000001,289.039,29.764,0.184,1.6580000000000001,111.455,111.458,0.0,1008.5939999999999
2017-07-02,43295.5,17.169,65.873,-100.863,-107.426,,,,1.6269999999999998,281.226,32.561,0.26,2.3409999999999997,142.221,142.224,0.0,1013.438
2017-07-03,43391.5,17.808,70.354,-101.354,-110.78,-3.6910000000000003,-3.694,,1.39,272.365,36.221,0.201,1.81,101.882,101.89200000000001,0.0,1012.4689999999999
2017-07-04,43487.5,18.423,71.242,-100.575,-120.14,-3.696,-3.694,,0.813,231.75599999999997,44.6,0.14400000000000002,1.298,78.741,78.741,0.0,1012.4580000000001
2017-07-05,43583.5,19.498,71.694,-99.80799999999999,-106.76100000000001,-3.6919999999999997,-3.694,,0.907,176.015,42.823,0.23199999999999998,2.089,125.741,125.741,0.0,1012.0310000000001
2017-07-06,43679.5,21.916,70.15100000000001,-98.97,-110.654,-3.693,-3.695,,0.948,135.627,43.523999999999994,0.243,2.19,144.92600000000002,144.92600000000002,0.0,1008.4060000000001
2017-07-07,43775.5,20.24,71.778,-99.819,-115.031,-3.699,-3.696,,1.531,284.655,28.421999999999997,0.171,1.5419999999999998,85.51299999999999,85.514,0.0,1009.1039999999999
